dataset,retriever,diffusion_alpha,hop,query_index,ndcg_at_k,f1_at_k,recall_at_k,b_max,bound_holds,bounds,candidate_ids,candidate_slots,certificate_kind,certified,empirical_score_delta,empirical_to_bound_ratio,global_certified,graph_neighbors,k,manifest_path,margin_k,min_pairwise_gap,min_rank_gap,n_hops,noise_std,order_certified,ordered_certified,ordering_changed,pairwise_certified,per_document_bound_holds,protocol_version,real_bounds,retrieval_k,run_id,run_kind,score_error_bounds,scores_old,seed,topk,topk_changed
hotpotqa,sentence-transformers/all-MiniLM-L6-v2,0,1,0,1.0,1.0,1.0,2.6645352591003887e-15,True,"(2.6645352591003887e-15, 2.6645352591003887e-15, 2.6645352591003887e-15, 2.6645352591003887e-15)","(0, 1, 2, 3)",4,float64_guarded,False,0.0,nan,False,3,2,C:\Users\prohi\OneDrive\Documents\Desktop\math paper\runs\20260917T201606_62fabf8a718e4f3bb17da5d8789bb356\manifest.json,0.0,-5.3290705182007774e-15,-5.3290705182007774e-15,1,0.0,False,False,False,False,True,topk-fp64-v2,"(np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0))",2,20260917T201606_62fabf8a718e4f3bb17da5d8789bb356,development,"(np.float64(2.6645352591003883e-15), np.float64(2.6645352591003883e-15), np.float64(2.6645352591003883e-15), np.float64(2.6645352591003883e-15))","(1.0, 1.0, 1.0, 1.0)",42,"(0, 1)",False
