run_id,protocol_version,seed,candidate_slots,n_hops,dataset,retriever,diffusion_alpha,run_kind,manifest_path,noise_std,retrieval_k,graph_neighbors,hop,lambda2,ndcg_at_k,f1_at_k,recall_at_k,param_change_norm,param_disagreement,topk_margin,score_bound,pairwise_gap,rank_gap,empirical_score_delta,empirical_to_bound_ratio,bound_holds_rate,global_certificate_rate,pairwise_certificate_rate,ordered_certificate_rate,topk_changed_rate,ordering_changed_rate,global_certificate_violations,pairwise_certificate_violations,ordered_certificate_violations
20260917T201046_5407e71f5ecc41caa8ae596e7e60c6c8,topk-fp64-v2,42,4,1,hotpotqa,sentence-transformers/all-MiniLM-L6-v2,0,development,C:\Users\prohi\OneDrive\Documents\Desktop\math paper\runs\20260917T201046_5407e71f5ecc41caa8ae596e7e60c6c8\manifest.json,0.0,2,3,1,1.333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,2.6645352591003887e-15,-5.3290705182007774e-15,-5.3290705182007774e-15,0.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0
