dataset,retriever,diffusion_alpha,hop,global_certificate_rate,pairwise_certificate_rate,ordered_certificate_rate,global_certificate_violations,pairwise_certificate_violations,ordered_certificate_violations,topk_changed_rate,ordering_changed_rate
2wikimultihopqa,intfloat/e5-small-v2,0.8,4,0.0,0.0,0.0,0,0,0,0.03640040444893832,0.09706774519716886
2wikimultihopqa,intfloat/e5-small-v2,0.8,5,0.0,0.12032355915065723,0.015166835187057633,0,0,0,0.011122345803842264,0.028311425682507583
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.1,1,0.0,0.0,0.0,0,0,0,0.055611729019211326,0.19211324570273003
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.1,2,0.0,0.0,0.0,0,0,0,0.054600606673407485,0.1698685540950455
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.1,3,0.0,0.0,0.0,0,0,0,0.055611729019211326,0.16177957532861476
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.1,4,0.0,0.0,0.0,0,0,0,0.05055611729019211,0.134479271991911
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.1,5,0.0,0.0,0.0,0,0,0,0.043478260869565216,0.12841253791708795
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.2,1,0.0,0.0,0.0,0,0,0,0.11830131445904954,0.34277047522750254
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.2,2,0.0,0.0,0.0,0,0,0,0.1051567239635996,0.2891809908998989
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.2,3,0.0,0.0,0.0,0,0,0,0.08291203235591507,0.2396359959555106
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.2,4,0.0,0.0,0.0,0,0,0,0.0717896865520728,0.2123356926188069
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.2,5,0.0,0.0,0.0,0,0,0,0.05358948432760364,0.16380182002022245
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.4,1,0.0,0.0,0.0,0,0,0,0.24772497472194135,0.5773508594539939
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.4,2,0.0,0.0,0.0,0,0,0,0.16885743174924167,0.40141557128412536
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.4,3,0.0,0.0,0.0,0,0,0,0.10010111223458039,0.27401415571284127
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.4,4,0.0,0.0,0.0,0,0,0,0.06471183013144591,0.17492416582406473
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.4,5,0.0,0.0020222446916076846,0.0,0,0,0,0.03741152679474216,0.1435793731041456
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.6,1,0.0,0.0,0.0,0,0,0,0.37917087967644086,0.7391304347826086
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.6,2,0.0,0.0,0.0,0,0,0,0.17290192113245703,0.42163801820020225
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.6,3,0.0,0.0,0.0,0,0,0,0.09302325581395349,0.26188068756319516
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.6,4,0.0,0.0020222446916076846,0.0,0,0,0,0.04954499494438827,0.13245702730030334
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.6,5,0.0,0.00910010111223458,0.0,0,0,0,0.03134479271991911,0.07785642062689585
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.8,1,0.0,0.0,0.0,0,0,0,0.5045500505561172,0.8483316481294236
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.8,2,0.0,0.0,0.0,0,0,0,0.19009100101112233,0.4661274014155713
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.8,3,0.0,0.0,0.0,0,0,0,0.06370070778564206,0.1820020222446916
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.8,4,0.0020222446916076846,0.01820020222446916,0.0,0,0,0,0.017189079878665317,0.06673407482305359
2wikimultihopqa,BAAI/bge-small-en-v1.5,0.8,5,0.027300303336703743,0.35490394337714865,0.09706774519716886,0,0,0,0.006066734074823054,0.024266936299292215
