dataset,retriever,diffusion_alpha,hop,lambda2,ndcg_at_5,f1_at_5,recall_at_5,param_change_norm,param_disagreement,topk_margin,score_bound,pairwise_gap,rank_gap,empirical_score_delta,empirical_to_bound_ratio,bound_holds_rate,global_certificate_rate,pairwise_certificate_rate,ordered_certificate_rate,topk_changed_rate,ordering_changed_rate,global_certificate_violations,pairwise_certificate_violations,ordered_certificate_violations
hotpotqa,sentence-transformers/all-MiniLM-L6-v2,0.8,5,0.0,0.7399012055882491,0.4628051422793586,0.8099089989888777,0.03968213237346665,0.9912348287100545,0.4671740653511246,0.5743127577724148,0.11910377456855596,-0.14205396645190002,0.00945895823251731,0.016445502441493034,1.0,0.0839231547017189,0.5601617795753286,0.2123356926188069,0.005055611729019211,0.015166835187057633,0,0,0
hotpotqa,intfloat/e5-small-v2,0.1,1,0.4780083768632893,0.7268394478160999,0.4720496894409938,0.8260869565217391,0.8851142538315845,53.08282101262521,0.8323583843975626,16.922194225054884,-31.61374130293883,-32.45325184378322,1.6198294459266778,0.09576340228490507,1.0,0.0,0.0,0.0,0.11931243680485339,0.3609706774519717,0,0,0
hotpotqa,intfloat/e5-small-v2,0.1,2,0.44546263666894276,0.7326160879889556,0.4737830420338003,0.8291203235591507,0.7714294596840213,42.06466862242185,0.7899778229160906,14.241306072441706,-26.40148952123338,-27.15379821277689,1.2876375350720721,0.0904549207892166,1.0,0.0,0.0,0.0,0.09201213346814964,0.3134479271991911,0,0,0
hotpotqa,intfloat/e5-small-v2,0.1,3,0.4449354429881259,0.7378351487236411,0.47464971833020364,0.8306370070778564,0.6726572245506683,33.554816521190716,0.7506270143452983,12.061137148106402,-22.1437946460738,-22.830716296674236,1.0148390142211297,0.08418521333791552,1.0,0.0,0.0,0.0,0.11122345803842265,0.3367037411526795,0,0,0
hotpotqa,intfloat/e5-small-v2,0.1,4,0.44457433193656326,0.7441340226049332,0.4766719630218113,0.8341759352881699,0.5882866050309427,26.95619210606636,0.720791337463564,10.326832476820577,-18.71634204531134,-19.344420022557767,0.8055434501809948,0.07805449995010122,1.0,0.0,0.0,0.0,0.08695652173913043,0.2800808897876643,0,0,0
hotpotqa,intfloat/e5-small-v2,0.1,5,0.4443386260159272,0.7479702940055848,0.478694207713419,0.8377148634984833,0.5160910099263232,21.804346958136772,0.7031276344168174,8.925067448314563,-15.925863041172251,-16.51689400814788,0.643933349239091,0.07220505549806272,1.0,0.0,0.0,0.0,0.08088978766430738,0.26188068756319516,0,0,0
hotpotqa,intfloat/e5-small-v2,0.2,1,0.47800837686328973,0.7326285688735853,0.4732052578361981,0.8281092012133469,1.770228507663169,53.08282101262521,0.8323583843975626,34.77590434886733,-66.13132018361921,-67.26927299889863,3.0462309294450876,0.08763565888631888,1.0,0.0,0.0,0.0,0.21638018200202225,0.5813953488372093,0,0,0
hotpotqa,intfloat/e5-small-v2,0.2,2,0.4454550520540221,0.7454782815208502,0.47724974721941343,0.8351870576339737,1.3192744345041354,32.54464846646679,0.7458682392918786,24.281707300506827,-45.41593766561154,-46.208975088778104,1.864400086436643,0.07682918864757078,1.0,0.0,0.0,0.0,0.2082912032355915,0.5328614762386249,0,0,0
hotpotqa,intfloat/e5-small-v2,0.2,3,0.4445626484971479,0.7485733483288763,0.47811642351581674,0.8367037411526794,0.9928851598238264,20.63174627892099,0.7005418829537017,17.56795035327757,-32.14527233793455,-32.72873106437258,1.152808718782585,0.06567735320609665,1.0,0.0,0.0,0.0,0.1597573306370071,0.47219413549039435,0,0,0
hotpotqa,intfloat/e5-small-v2,0.2,4,0.4442167628190862,0.7536535528860041,0.4807164524050267,0.8412537917087968,0.7598042220040806,13.52176010387736,0.6810844814813535,13.271068269060518,-23.54087680522528,-24.00756245379192,0.7375983613325684,0.05564816296819178,1.0,0.0,0.0,0.0,0.1122345803842265,0.358948432760364,0,0,0
hotpotqa,intfloat/e5-small-v2,0.2,5,0.4441562879625522,0.7570802189286867,0.48447204968944096,0.8478260869565217,0.5911783364848587,9.123333632235985,0.6726964250493218,10.293307411512854,-17.760679356579157,-18.185262891679706,0.4849979759347451,0.04718401205739442,1.0,0.0,0.0,0.0,0.10010111223458039,0.30434782608695654,0,0,0
hotpotqa,intfloat/e5-small-v2,0.4,1,0.4780083768632897,0.7471435654819644,0.4769608551206124,0.8346814964610718,3.5404570153263393,53.08282101262521,0.8323583843975626,73.27794916087535,-141.13356632778016,-142.60205180577495,5.323315403459046,0.07268200592155126,1.0,0.0,0.0,0.0,0.43073811931243683,0.8311425682507584,0,0,0
